meal_time,spicy,diet,gluten_free,dairy_free,cuisine,budget,prep_time,protein_pref,health_goal,label_meal
dinner,low,vegetarian,no,no,american,high,quick,high,gain,Margherita Pizza
lunch,high,none,no,no,middle_eastern,high,medium,low,maintain,Spicy Chicken Bowl
breakfast,medium,none,no,no,mexican,high,quick,high,gain,Margherita Pizza
breakfast,low,keto,no,no,middle_eastern,high,medium,high,gain,Keto Salmon Salad
dinner,medium,vegetarian,no,yes,mediterranean,medium,medium,low,gain,Beef Burrito
dinner,high,keto,yes,no,mediterranean,high,long,medium,lose,Keto Salmon Salad
dinner,medium,none,yes,no,american,high,quick,medium,lose,Margherita Pizza
dinner,high,vegan,no,no,american,high,long,medium,gain,Vegan Buddha Bowl
dinner,medium,vegetarian,yes,no,mediterranean,medium,quick,medium,maintain,Margherita Pizza
snack,high,keto,yes,no,mediterranean,medium,quick,high,lose,Keto Salmon Salad
lunch,high,keto,no,no,mediterranean,high,quick,low,lose,Keto Salmon Salad
snack,high,vegan,yes,yes,mediterranean,medium,long,high,lose,Vegan Buddha Bowl
lunch,low,keto,no,no,mediterranean,high,long,high,maintain,Keto Salmon Salad
lunch,low,none,no,no,mexican,medium,long,low,gain,Margherita Pizza
snack,low,keto,yes,no,american,medium,long,low,lose,Keto Salmon Salad
lunch,medium,none,no,yes,asian,low,quick,high,lose,Margherita Pizza
snack,medium,keto,yes,no,asian,medium,long,high,lose,Keto Salmon Salad
lunch,high,none,no,no,mediterranean,low,long,low,lose,Spicy Chicken Bowl
snack,low,keto,no,no,asian,medium,medium,medium,lose,Keto Salmon Salad
snack,high,keto,no,yes,mediterranean,high,medium,high,maintain,Keto Salmon Salad
lunch,high,keto,no,no,middle_eastern,high,medium,high,maintain,Spicy Chicken Bowl
lunch,medium,vegetarian,no,no,mexican,low,long,medium,lose,Beef Burrito
breakfast,high,vegan,yes,no,mexican,low,long,high,gain,Beef Burrito
breakfast,low,keto,yes,yes,asian,medium,long,high,gain,Keto Salmon Salad
breakfast,medium,none,no,no,american,low,medium,high,gain,Margherita Pizza
lunch,high,vegetarian,yes,yes,middle_eastern,high,quick,low,lose,Vegan Buddha Bowl
breakfast,medium,vegan,yes,no,american,high,medium,high,gain,Keto Salmon Salad
lunch,medium,none,yes,yes,american,high,medium,low,maintain,Keto Salmon Salad
breakfast,high,keto,yes,yes,asian,high,quick,high,gain,Keto Salmon Salad
breakfast,medium,keto,yes,yes,mediterranean,low,medium,high,maintain,Keto Salmon Salad
breakfast,high,keto,yes,yes,asian,medium,quick,medium,maintain,Spicy Chicken Bowl
lunch,high,keto,yes,no,american,high,quick,high,gain,Keto Salmon Salad
lunch,medium,none,no,yes,middle_eastern,high,medium,medium,maintain,Vegan Buddha Bowl
breakfast,low,vegetarian,yes,yes,american,high,quick,medium,gain,Margherita Pizza
breakfast,low,none,yes,no,middle_eastern,low,long,low,maintain,Margherita Pizza
lunch,high,vegetarian,no,no,mexican,low,quick,medium,gain,Beef Burrito
dinner,high,keto,yes,no,asian,medium,long,low,maintain,Spicy Chicken Bowl
lunch,low,keto,no,yes,mexican,medium,long,medium,gain,Beef Burrito
breakfast,medium,none,yes,no,asian,medium,long,medium,lose,Margherita Pizza
snack,medium,vegetarian,yes,yes,asian,medium,medium,medium,lose,Vegan Buddha Bowl
breakfast,high,vegetarian,yes,yes,mexican,medium,medium,high,lose,Beef Burrito
dinner,low,vegan,no,no,asian,high,quick,medium,maintain,Vegan Buddha Bowl
lunch,medium,none,yes,no,mexican,high,quick,high,maintain,Beef Burrito
snack,high,vegetarian,yes,yes,middle_eastern,low,quick,medium,maintain,Margherita Pizza
snack,low,vegan,no,yes,mexican,medium,quick,medium,maintain,Vegan Buddha Bowl
breakfast,medium,none,yes,yes,mediterranean,medium,long,medium,lose,Vegan Buddha Bowl
dinner,medium,none,yes,yes,mediterranean,high,medium,medium,lose,Vegan Buddha Bowl
breakfast,low,none,no,no,mediterranean,high,medium,high,gain,Margherita Pizza
snack,high,none,no,yes,asian,low,quick,high,lose,Spicy Chicken Bowl
breakfast,high,vegetarian,no,yes,mediterranean,medium,medium,medium,maintain,Beef Burrito
snack,medium,vegan,yes,yes,middle_eastern,medium,medium,medium,maintain,Vegan Buddha Bowl
snack,medium,vegan,yes,yes,american,low,medium,medium,gain,Vegan Buddha Bowl
lunch,high,vegan,no,no,asian,high,medium,high,gain,Spicy Chicken Bowl
lunch,high,vegan,no,yes,american,high,medium,low,maintain,Vegan Buddha Bowl
breakfast,medium,keto,no,yes,mediterranean,high,medium,high,lose,Keto Salmon Salad
snack,high,none,yes,yes,mexican,low,long,low,maintain,Beef Burrito
snack,low,none,no,no,middle_eastern,medium,long,medium,gain,Margherita Pizza
snack,low,vegetarian,yes,no,american,medium,long,medium,lose,Vegan Buddha Bowl
snack,medium,keto,no,yes,asian,high,medium,medium,gain,Keto Salmon Salad
dinner,high,vegetarian,yes,no,mexican,medium,quick,medium,maintain,Beef Burrito
breakfast,low,vegetarian,no,no,american,low,long,high,lose,Margherita Pizza
lunch,high,vegetarian,no,yes,middle_eastern,high,medium,high,gain,Spicy Chicken Bowl
snack,low,vegetarian,yes,no,mexican,low,quick,medium,lose,Margherita Pizza
dinner,low,keto,no,yes,mexican,high,quick,high,gain,Keto Salmon Salad
snack,medium,keto,yes,yes,american,low,quick,low,maintain,Keto Salmon Salad
dinner,low,vegetarian,no,no,middle_eastern,low,long,medium,gain,Margherita Pizza
snack,medium,none,yes,yes,middle_eastern,low,long,high,maintain,Keto Salmon Salad
breakfast,medium,vegetarian,yes,no,mediterranean,medium,long,high,maintain,Margherita Pizza
lunch,low,none,no,yes,asian,low,long,medium,lose,Beef Burrito
lunch,high,none,yes,yes,middle_eastern,medium,quick,high,lose,Spicy Chicken Bowl
breakfast,high,vegan,yes,no,middle_eastern,high,quick,high,maintain,Vegan Buddha Bowl
snack,high,none,no,yes,asian,medium,long,high,maintain,Spicy Chicken Bowl
breakfast,medium,vegetarian,yes,no,middle_eastern,medium,quick,low,maintain,Margherita Pizza
lunch,high,vegetarian,no,yes,middle_eastern,low,long,high,lose,Spicy Chicken Bowl
dinner,high,keto,yes,no,mexican,low,long,high,lose,Spicy Chicken Bowl
snack,low,vegetarian,yes,yes,american,high,quick,high,lose,Keto Salmon Salad
dinner,medium,none,yes,yes,american,low,medium,high,gain,Beef Burrito
dinner,low,none,no,no,mediterranean,high,medium,high,gain,Margherita Pizza
lunch,high,keto,no,yes,mexican,high,quick,low,gain,Beef Burrito
lunch,low,keto,yes,no,american,low,long,medium,maintain,Keto Salmon Salad
lunch,medium,none,yes,no,mediterranean,high,medium,low,lose,Keto Salmon Salad
lunch,high,vegetarian,no,yes,mexican,low,long,low,lose,Beef Burrito
lunch,medium,vegetarian,no,yes,mexican,medium,medium,medium,gain,Beef Burrito
lunch,low,none,no,no,asian,high,long,low,maintain,Margherita Pizza
dinner,medium,vegan,yes,yes,asian,high,quick,low,maintain,Vegan Buddha Bowl
breakfast,high,keto,no,yes,mediterranean,medium,medium,low,lose,Keto Salmon Salad
dinner,high,vegan,no,no,mediterranean,medium,long,high,lose,Vegan Buddha Bowl
snack,medium,keto,yes,yes,mediterranean,high,medium,medium,maintain,Keto Salmon Salad
dinner,high,vegan,yes,no,middle_eastern,medium,quick,medium,lose,Vegan Buddha Bowl
breakfast,high,vegetarian,no,yes,mediterranean,high,quick,low,gain,Spicy Chicken Bowl
dinner,high,vegetarian,no,no,mediterranean,medium,quick,low,lose,Margherita Pizza
snack,medium,keto,no,yes,middle_eastern,low,medium,high,lose,Keto Salmon Salad
snack,medium,vegetarian,no,no,american,medium,long,high,maintain,Beef Burrito
dinner,medium,vegetarian,no,yes,middle_eastern,medium,quick,high,lose,Vegan Buddha Bowl
dinner,high,vegan,yes,yes,middle_eastern,low,quick,high,lose,Spicy Chicken Bowl
breakfast,low,keto,yes,yes,middle_eastern,low,medium,low,maintain,Keto Salmon Salad
snack,low,vegetarian,yes,yes,mediterranean,high,medium,high,maintain,Keto Salmon Salad
snack,high,keto,no,yes,mediterranean,low,long,medium,maintain,Keto Salmon Salad
snack,low,none,no,no,american,low,long,low,gain,Margherita Pizza
snack,medium,keto,yes,yes,asian,medium,long,low,maintain,Keto Salmon Salad
dinner,high,vegan,no,no,mexican,low,long,low,lose,Beef Burrito
breakfast,high,vegetarian,yes,no,mediterranean,low,quick,high,gain,Margherita Pizza
breakfast,high,none,yes,no,middle_eastern,low,quick,low,maintain,Margherita Pizza
dinner,low,none,yes,no,middle_eastern,high,long,low,gain,Margherita Pizza
dinner,medium,vegan,no,no,mediterranean,low,quick,high,gain,Margherita Pizza
breakfast,low,keto,no,yes,asian,medium,quick,high,maintain,Keto Salmon Salad
dinner,high,keto,no,no,mexican,medium,long,medium,lose,Beef Burrito
breakfast,medium,none,yes,no,asian,low,quick,high,gain,Margherita Pizza
breakfast,medium,vegan,yes,yes,middle_eastern,low,long,high,gain,Vegan Buddha Bowl
breakfast,high,vegetarian,no,yes,asian,medium,medium,medium,gain,Spicy Chicken Bowl
snack,high,none,yes,no,mediterranean,high,medium,medium,lose,Spicy Chicken Bowl
breakfast,low,vegetarian,no,yes,middle_eastern,high,quick,medium,gain,Vegan Buddha Bowl
snack,low,vegetarian,yes,no,mediterranean,low,medium,medium,maintain,Margherita Pizza
snack,high,keto,yes,yes,mediterranean,high,medium,low,lose,Keto Salmon Salad
snack,medium,vegetarian,yes,yes,asian,medium,medium,high,gain,Spicy Chicken Bowl
lunch,high,vegetarian,yes,yes,american,medium,quick,low,gain,Margherita Pizza
snack,high,vegetarian,no,yes,middle_eastern,low,quick,medium,maintain,Margherita Pizza
snack,low,vegan,no,no,american,medium,quick,medium,gain,Vegan Buddha Bowl
lunch,medium,vegan,yes,no,middle_eastern,medium,long,low,maintain,Vegan Buddha Bowl
lunch,medium,keto,no,yes,mexican,low,long,low,lose,Beef Burrito
lunch,medium,none,no,yes,asian,medium,long,medium,gain,Beef Burrito
breakfast,medium,vegetarian,yes,yes,mediterranean,low,quick,medium,lose,Margherita Pizza
lunch,medium,keto,yes,no,mediterranean,low,medium,low,maintain,Keto Salmon Salad
breakfast,medium,none,no,yes,mediterranean,medium,long,medium,lose,Vegan Buddha Bowl
breakfast,high,vegetarian,yes,yes,asian,medium,long,medium,maintain,Spicy Chicken Bowl
snack,high,vegan,yes,no,mediterranean,low,medium,high,gain,Spicy Chicken Bowl
dinner,medium,keto,no,no,asian,high,medium,high,lose,Keto Salmon Salad
breakfast,low,none,no,no,asian,high,long,high,maintain,Spicy Chicken Bowl
dinner,high,vegetarian,no,yes,asian,medium,medium,medium,gain,Spicy Chicken Bowl
dinner,medium,vegetarian,no,yes,middle_eastern,high,quick,high,maintain,Beef Burrito
breakfast,medium,vegetarian,no,no,mexican,medium,medium,medium,maintain,Beef Burrito
dinner,low,vegetarian,yes,yes,asian,high,medium,low,gain,Margherita Pizza
breakfast,high,vegan,yes,no,mediterranean,low,medium,high,maintain,Margherita Pizza
lunch,low,vegetarian,no,no,american,low,quick,medium,lose,Margherita Pizza
breakfast,low,vegetarian,no,yes,asian,low,long,low,gain,Margherita Pizza
breakfast,medium,vegan,yes,yes,middle_eastern,low,long,medium,maintain,Vegan Buddha Bowl
lunch,high,vegan,no,no,middle_eastern,high,quick,low,maintain,Spicy Chicken Bowl
snack,low,keto,no,yes,american,high,quick,low,lose,Keto Salmon Salad
lunch,low,keto,no,no,mediterranean,medium,quick,medium,lose,Keto Salmon Salad
breakfast,low,none,yes,no,mediterranean,high,quick,high,gain,Margherita Pizza
lunch,high,keto,no,no,middle_eastern,low,quick,high,lose,Spicy Chicken Bowl
snack,high,vegetarian,no,no,asian,medium,medium,medium,lose,Spicy Chicken Bowl
dinner,high,vegetarian,yes,no,mediterranean,high,medium,high,maintain,Spicy Chicken Bowl
lunch,medium,vegetarian,yes,no,middle_eastern,medium,quick,medium,gain,Margherita Pizza
dinner,medium,vegan,yes,yes,american,low,quick,low,maintain,Vegan Buddha Bowl
breakfast,high,vegetarian,yes,yes,asian,medium,quick,low,gain,Spicy Chicken Bowl
snack,low,none,no,yes,asian,low,medium,high,gain,Spicy Chicken Bowl
breakfast,low,vegetarian,no,no,middle_eastern,high,quick,medium,maintain,Margherita Pizza
breakfast,high,vegan,no,no,middle_eastern,high,quick,low,maintain,Vegan Buddha Bowl
lunch,medium,vegetarian,no,no,mediterranean,medium,medium,high,lose,Beef Burrito
breakfast,medium,vegan,yes,no,mexican,high,quick,high,lose,Beef Burrito
lunch,high,vegan,yes,no,american,high,long,medium,gain,Spicy Chicken Bowl
snack,high,keto,yes,yes,asian,low,medium,medium,gain,Spicy Chicken Bowl
breakfast,low,keto,yes,no,mediterranean,low,medium,low,maintain,Keto Salmon Salad
breakfast,low,vegetarian,yes,no,middle_eastern,medium,quick,low,lose,Margherita Pizza
snack,medium,vegan,no,yes,american,low,quick,high,gain,Vegan Buddha Bowl
lunch,low,none,yes,no,american,high,long,low,lose,Margherita Pizza
breakfast,high,none,no,no,american,medium,medium,medium,maintain,Spicy Chicken Bowl
breakfast,low,keto,no,no,asian,high,medium,low,maintain,Keto Salmon Salad
snack,high,keto,yes,yes,mediterranean,medium,medium,medium,gain,Keto Salmon Salad
snack,high,vegetarian,yes,yes,middle_eastern,high,long,high,lose,Spicy Chicken Bowl
dinner,medium,vegan,yes,no,mediterranean,high,medium,medium,maintain,Vegan Buddha Bowl
snack,low,none,no,no,middle_eastern,high,medium,medium,lose,Vegan Buddha Bowl
snack,medium,vegan,no,no,asian,medium,long,medium,gain,Vegan Buddha Bowl
lunch,high,vegetarian,no,yes,mexican,medium,long,medium,maintain,Beef Burrito
breakfast,low,vegan,yes,yes,mexican,high,quick,low,lose,Vegan Buddha Bowl
dinner,low,keto,no,yes,middle_eastern,low,quick,high,lose,Keto Salmon Salad
lunch,medium,vegetarian,yes,no,mediterranean,medium,long,medium,maintain,Beef Burrito
lunch,low,none,no,yes,middle_eastern,high,quick,medium,gain,Margherita Pizza
breakfast,low,vegetarian,yes,yes,middle_eastern,low,quick,low,maintain,Margherita Pizza
snack,low,none,yes,yes,mexican,low,medium,high,gain,Beef Burrito
snack,high,keto,no,no,mexican,low,long,medium,gain,Beef Burrito
breakfast,high,vegetarian,no,no,american,high,medium,medium,maintain,Spicy Chicken Bowl
lunch,medium,keto,no,no,middle_eastern,high,medium,medium,gain,Keto Salmon Salad
lunch,high,vegetarian,yes,yes,american,medium,medium,medium,maintain,Beef Burrito
lunch,medium,keto,yes,no,mediterranean,low,quick,medium,gain,Keto Salmon Salad
dinner,medium,vegan,yes,yes,mexican,low,quick,low,maintain,Vegan Buddha Bowl
dinner,medium,vegan,yes,yes,mediterranean,high,medium,medium,gain,Vegan Buddha Bowl
breakfast,low,vegetarian,yes,no,mexican,low,long,high,gain,Beef Burrito
lunch,high,vegan,yes,no,middle_eastern,medium,long,low,lose,Vegan Buddha Bowl
lunch,medium,vegan,no,no,asian,medium,quick,high,lose,Beef Burrito
dinner,medium,vegan,no,yes,mexican,high,medium,high,gain,Beef Burrito
breakfast,high,keto,yes,yes,mexican,medium,quick,medium,gain,Beef Burrito
lunch,high,vegan,yes,no,mediterranean,medium,quick,low,maintain,Vegan Buddha Bowl
lunch,high,vegan,no,no,american,high,quick,low,lose,Vegan Buddha Bowl
snack,low,vegetarian,no,yes,american,low,medium,low,gain,Margherita Pizza
dinner,low,vegan,no,no,mexican,low,medium,medium,lose,Vegan Buddha Bowl
breakfast,low,vegan,no,no,american,high,medium,high,maintain,Vegan Buddha Bowl
dinner,medium,vegetarian,no,yes,mediterranean,high,quick,low,lose,Vegan Buddha Bowl
lunch,medium,vegan,no,no,middle_eastern,medium,long,high,maintain,Beef Burrito
lunch,low,none,yes,no,middle_eastern,medium,quick,medium,gain,Margherita Pizza
lunch,low,keto,yes,yes,middle_eastern,high,quick,medium,gain,Keto Salmon Salad
snack,low,keto,no,yes,mexican,low,medium,low,lose,Keto Salmon Salad
dinner,low,vegetarian,no,no,american,high,quick,medium,gain,Margherita Pizza
lunch,medium,keto,no,yes,american,high,quick,high,lose,Keto Salmon Salad
lunch,low,keto,yes,no,mediterranean,high,medium,high,lose,Keto Salmon Salad
breakfast,low,vegetarian,no,no,mediterranean,medium,long,medium,lose,Margherita Pizza
dinner,low,vegetarian,no,no,mexican,low,medium,low,lose,Beef Burrito
lunch,high,none,yes,yes,middle_eastern,medium,quick,medium,lose,Beef Burrito
lunch,medium,keto,no,yes,asian,high,medium,high,gain,Keto Salmon Salad
lunch,high,none,no,yes,middle_eastern,low,medium,low,gain,Spicy Chicken Bowl
dinner,low,vegan,no,no,middle_eastern,high,long,low,lose,Vegan Buddha Bowl
breakfast,medium,none,no,no,asian,low,quick,medium,gain,Margherita Pizza
snack,low,keto,yes,no,middle_eastern,low,medium,low,maintain,Keto Salmon Salad
breakfast,low,vegan,yes,no,american,low,quick,high,gain,Margherita Pizza
snack,low,vegetarian,no,no,mexican,high,medium,medium,gain,Beef Burrito
snack,low,vegetarian,no,yes,middle_eastern,medium,medium,medium,maintain,Vegan Buddha Bowl
snack,low,keto,yes,no,american,medium,quick,low,maintain,Keto Salmon Salad
lunch,high,vegetarian,no,no,american,medium,medium,low,gain,Beef Burrito
snack,low,vegan,yes,yes,mediterranean,high,quick,medium,lose,Vegan Buddha Bowl
lunch,medium,vegetarian,yes,no,mediterranean,medium,long,high,gain,Margherita Pizza
snack,low,keto,yes,yes,mediterranean,high,quick,high,gain,Keto Salmon Salad
lunch,low,vegan,yes,no,middle_eastern,medium,medium,low,lose,Vegan Buddha Bowl
breakfast,medium,none,yes,no,mediterranean,low,quick,medium,gain,Margherita Pizza
lunch,high,none,no,yes,american,high,quick,medium,lose,Spicy Chicken Bowl
snack,high,keto,yes,yes,american,low,long,low,maintain,Keto Salmon Salad
lunch,high,none,no,no,american,medium,medium,high,lose,Spicy Chicken Bowl
snack,low,keto,no,no,middle_eastern,low,medium,high,maintain,Keto Salmon Salad
dinner,medium,vegetarian,no,no,middle_eastern,low,medium,low,maintain,Margherita Pizza
breakfast,low,none,yes,no,mediterranean,medium,medium,medium,maintain,Margherita Pizza
dinner,low,none,yes,no,american,low,quick,medium,maintain,Margherita Pizza
dinner,high,none,no,no,middle_eastern,low,quick,high,lose,Spicy Chicken Bowl
lunch,low,vegan,no,yes,asian,low,medium,high,lose,Vegan Buddha Bowl
breakfast,medium,vegetarian,yes,no,mexican,low,medium,high,maintain,Beef Burrito
lunch,high,vegetarian,yes,no,middle_eastern,medium,medium,medium,lose,Margherita Pizza
breakfast,high,vegan,no,no,mediterranean,high,long,medium,maintain,Vegan Buddha Bowl
dinner,medium,vegan,no,yes,mexican,high,quick,medium,maintain,Beef Burrito
breakfast,medium,none,no,no,mediterranean,low,medium,medium,gain,Margherita Pizza
lunch,low,keto,no,no,mexican,medium,long,low,lose,Beef Burrito
dinner,low,keto,yes,yes,asian,medium,long,low,maintain,Keto Salmon Salad
snack,high,none,yes,yes,american,medium,quick,high,maintain,Keto Salmon Salad
dinner,high,keto,yes,yes,mediterranean,high,medium,medium,maintain,Spicy Chicken Bowl
lunch,medium,vegetarian,yes,no,middle_eastern,medium,long,medium,maintain,Beef Burrito
snack,low,vegetarian,no,no,mediterranean,medium,long,medium,maintain,Margherita Pizza
snack,medium,keto,yes,no,middle_eastern,high,quick,medium,gain,Keto Salmon Salad
breakfast,low,keto,no,no,middle_eastern,low,medium,high,maintain,Keto Salmon Salad
snack,medium,keto,yes,no,middle_eastern,high,medium,high,gain,Keto Salmon Salad
dinner,low,keto,no,no,asian,high,quick,medium,lose,Keto Salmon Salad
lunch,high,none,yes,no,mexican,low,quick,high,gain,Margherita Pizza
lunch,medium,vegetarian,no,yes,middle_eastern,medium,medium,low,gain,Beef Burrito
breakfast,low,vegan,yes,yes,asian,medium,long,high,lose,Vegan Buddha Bowl
snack,medium,keto,no,no,asian,high,long,high,maintain,Keto Salmon Salad
